Station,Data_Type,Date,Value
GHCND:USW00094789,CLDD,2013-02-01T00:00:00,0
GHCND:USW00094789,DP01,2013-02-01T00:00:00,12
GHCND:USW00094789,DP10,2013-02-01T00:00:00,7
GHCND:USW00094789,DP1X,2013-02-01T00:00:00,0
GHCND:USW00094789,DSND,2013-02-01T00:00:00,5
GHCND:USW00094789,DSNW,2013-02-01T00:00:00,2
GHCND:USW00094789,DT00,2013-02-01T00:00:00,0
GHCND:USW00094789,DT32,2013-02-01T00:00:00,22
GHCND:USW00094789,DX32,2013-02-01T00:00:00,5
GHCND:USW00094789,DX70,2013-02-01T00:00:00,0
GHCND:USW00094789,DX90,2013-02-01T00:00:00,0
GHCND:USW00094789,DYFG,2013-02-01T00:00:00,9
GHCND:USW00094789,DYHF,2013-02-01T00:00:00,1
GHCND:USW00094789,DYNT,2013-02-01T00:00:00,20130210
GHCND:USW00094789,DYSD,2013-02-01T00:00:00,20130209
GHCND:USW00094789,DYSN,2013-02-01T00:00:00,20130209
GHCND:USW00094789,ADPT,2013-03-01T00:00:00,-4.06
GHCND:USW00094789,ASLP,2013-03-01T00:00:00,1013.6
GHCND:USW00094789,ASTP,2013-03-01T00:00:00,1012.8
GHCND:USW00094789,AWBT,2013-03-01T00:00:00,1.13
GHCND:USW00094789,AWND,2013-03-01T00:00:00,13.9
GHCND:USW00094789,CDSD,2013-03-01T00:00:00,0
GHCND:USW00094789,CLDD,2013-03-01T00:00:00,0
GHCND:USW00094789,DP01,2013-03-01T00:00:00,8
GHCND:USW00094789,DP10,2013-03-01T00:00:00,6
GHCND:USW00094789,DP1X,2013-03-01T00:00:00,0
GHCND:USW00094789,DSND,2013-03-01T00:00:00,2
GHCND:USW00094789,DSNW,2013-03-01T00:00:00,2
GHCND:USW00094789,DT00,2013-03-01T00:00:00,0
GHCND:USW00094789,DT32,2013-03-01T00:00:00,15
GHCND:USW00094789,DX32,2013-03-01T00:00:00,0
GHCND:USW00094789,DX70,2013-03-01T00:00:00,0
GHCND:USW00094789,DX90,2013-03-01T00:00:00,0
GHCND:USW00094789,DYFG,2013-03-01T00:00:00,5
GHCND:USW00094789,DYNT,2013-03-01T00:00:00,20130318
GHCND:USW00094789,DYSD,2013-03-01T00:00:00,20130309
GHCND:USW00094789,DYSN,2013-03-01T00:00:00,20130308
GHCND:USW00094789,DYXP,2013-03-01T00:00:00,20130312
GHCND:USW00094789,ADPT,2013-04-01T00:00:00,1.42
GHCND:USW00094789,ASLP,2013-04-01T00:00:00,1020.7
GHCND:USW00094789,ASTP,2013-04-01T00:00:00,1019.8
GHCND:USW00094789,AWBT,2013-04-01T00:00:00,6.47
GHCND:USW00094789,AWND,2013-04-01T00:00:00,12.3
GHCND:USW00094789,CDSD,2013-04-01T00:00:00,0
GHCND:USW00094789,CLDD,2013-04-01T00:00:00,0
GHCND:USW00094789,DP01,2013-04-01T00:00:00,7
GHCND:USW00094789,DP10,2013-04-01T00:00:00,3
GHCND:USW00094789,DP1X,2013-04-01T00:00:00,0
GHCND:USW00094789,DSND,2013-04-01T00:00:00,0
GHCND:USW00094789,DSNW,2013-04-01T00:00:00,0
GHCND:USW00094789,DT00,2013-04-01T00:00:00,0
GHCND:USW00094789,DT32,2013-04-01T00:00:00,1
GHCND:USW00094789,DX32,2013-04-01T00:00:00,0
GHCND:USW00094789,DX70,2013-04-01T00:00:00,3
GHCND:USW00094789,DX90,2013-04-01T00:00:00,0
GHCND:USW00094789,DYFG,2013-04-01T00:00:00,2
GHCND:USW00094789,DYNT,2013-04-01T00:00:00,20130404
GHCND:USW00094789,DYSD,2013-04-01T00:00:00,20130430
GHCND:USW00094789,DYSN,2013-04-01T00:00:00,20130430
GHCND:USW00094789,DYXP,2013-04-01T00:00:00,20130412
GHCND:USW00094789,ADPT,2013-05-01T00:00:00,9.26
GHCND:USW00094789,ASLP,2013-05-01T00:00:00,1018.4
GHCND:USW00094789,ASTP,2013-05-01T00:00:00,1017.6
GHCND:USW00094789,AWBT,2013-05-01T00:00:00,12.18
GHCND:USW00094789,AWND,2013-05-01T00:00:00,10.5
GHCND:USW00094789,CDSD,2013-05-01T00:00:00,24
GHCND:USW00094789,CLDD,2013-05-01T00:00:00,24
GHCND:USW00094789,DP01,2013-05-01T00:00:00,11
GHCND:USW00094789,DP10,2013-05-01T00:00:00,6
GHCND:USW00094789,DP1X,2013-05-01T00:00:00,1
GHCND:USW00094789,DSND,2013-05-01T00:00:00,0
GHCND:USW00094789,DSNW,2013-05-01T00:00:00,0
GHCND:USW00094789,DT00,2013-05-01T00:00:00,0
GHCND:USW00094789,DT32,2013-05-01T00:00:00,0
GHCND:USW00094789,DX32,2013-05-01T00:00:00,0
GHCND:USW00094789,DX70,2013-05-01T00:00:00,14
GHCND:USW00094789,DX90,2013-05-01T00:00:00,0
GHCND:USW00094789,DYFG,2013-05-01T00:00:00,5
GHCND:USW00094789,DYNT,2013-05-01T00:00:00,20130514
GHCND:USW00094789,DYSD,2013-05-01T00:00:00,20130531
GHCND:USW00094789,DYSN,2013-05-01T00:00:00,20130531
GHCND:USW00094789,DYXP,2013-05-01T00:00:00,20130508
GHCND:USW00094789,ADPT,2013-06-01T00:00:00,15.67
GHCND:USW00094789,ASLP,2013-06-01T00:00:00,1013.5
GHCND:USW00094789,ASTP,2013-06-01T00:00:00,1012.6
GHCND:USW00094789,AWBT,2013-06-01T00:00:00,17.89
GHCND:USW00094789,AWND,2013-06-01T00:00:00,11
GHCND:USW00094789,CDSD,2013-06-01T00:00:00,196
GHCND:USW00094789,CLDD,2013-06-01T00:00:00,173
GHCND:USW00094789,DP01,2013-06-01T00:00:00,15
GHCND:USW00094789,DP10,2013-06-01T00:00:00,10
GHCND:USW00094789,DP1X,2013-06-01T00:00:00,2
GHCND:USW00094789,DSND,2013-06-01T00:00:00,0
GHCND:USW00094789,DSNW,2013-06-01T00:00:00,0
GHCND:USW00094789,DT00,2013-06-01T00:00:00,0
GHCND:USW00094789,DT32,2013-06-01T00:00:00,0
GHCND:USW00094789,DX32,2013-06-01T00:00:00,0
GHCND:USW00094789,DX70,2013-06-01T00:00:00,27
GHCND:USW00094789,DX90,2013-06-01T00:00:00,2
GHCND:USW00094789,DYFG,2013-06-01T00:00:00,6
GHCND:USW00094789,DYNT,2013-06-01T00:00:00,20130614
GHCND:USW00094789,DYSD,2013-06-01T00:00:00,20130630
GHCND:USW00094789,DYSN,2013-06-01T00:00:00,20130630
GHCND:USW00094789,DYXP,2013-06-01T00:00:00,20130607
GHCND:USW00094789,ADPT,2013-07-01T00:00:00,19.93
GHCND:USW00094789,ASLP,2013-07-01T00:00:00,1017
GHCND:USW00094789,ASTP,2013-07-01T00:00:00,1016.1
GHCND:USW00094789,AWBT,2013-07-01T00:00:00,22.02
GHCND:USW00094789,AWND,2013-07-01T00:00:00,9.8
GHCND:USW00094789,CDSD,2013-07-01T00:00:00,645
GHCND:USW00094789,CLDD,2013-07-01T00:00:00,449
GHCND:USW00094789,DP01,2013-07-01T00:00:00,10
GHCND:USW00094789,DP10,2013-07-01T00:00:00,4
GHCND:USW00094789,DP1X,2013-07-01T00:00:00,0
GHCND:USW00094789,DSND,2013-07-01T00:00:00,0
GHCND:USW00094789,DSNW,2013-07-01T00:00:00,0
GHCND:USW00094789,DT00,2013-07-01T00:00:00,0
GHCND:USW00094789,DT32,2013-07-01T00:00:00,0
GHCND:USW00094789,DX32,2013-07-01T00:00:00,0
GHCND:USW00094789,DX70,2013-07-01T00:00:00,31
GHCND:USW00094789,DX90,2013-07-01T00:00:00,7
GHCND:USW00094789,DYFG,2013-07-01T00:00:00,4
GHCND:USW00094789,DYNT,2013-07-01T00:00:00,20130725
GHCND:USW00094789,DYSD,2013-07-01T00:00:00,20130731
GHCND:USW00094789,DYSN,2013-07-01T00:00:00,20130731
